4.384081752249600505e+00,4.484894783089728776e+00,4.541729472759866937e+00,4.477521877868106515e+00,4.334745727995633402e+00,4.612316098501986872e+00,4.543152979309511785e+00,4.217461785575062905e+00,4.418055794929913738e+00,4.493955091892259723e+00
4.695269591262415609e+00,4.630628158353007784e+00,4.755339775379614942e+00,4.635675928227708908e+00,4.315985517967951601e+00,4.377622130249919863e+00,4.659936689829019762e+00,4.549267559102415426e+00,3.993400384769147049e+00,4.037550636986351194e+00
4.293582010240725388e+00,4.479530229295994204e+00,4.929787717453978146e+00,4.499984870856219565e+00,4.560174519685719297e+00,4.786417076865618903e+00,4.387780714435531415e+00,4.745986817594221030e+00,4.678769827314067875e+00,5.134518263353974987e+00
4.754184179671558041e+00,4.834057133074309398e+00,4.804675067698470414e+00,5.127784079162958086e+00,4.746319959532329769e+00,4.470605325199619173e+00,4.644363071842828816e+00,4.716075717332798511e+00,4.715529588000059391e+00,4.479686959696094206e+00
4.795681721699571298e+00,4.530142770628103221e+00,4.191986079163723566e+00,4.228956508651301682e+00,4.677216678559102725e+00,4.652340448298202702e+00,4.795679429349390510e+00,4.681182554738263946e+00,4.731509731303319199e+00,4.907620185645032329e+00
4.271425796857514889e+00,4.463014038687357576e+00,4.357160023658527948e+00,4.957331802514363339e+00,4.565823961908495932e+00,4.446415273671028068e+00,4.599052937851734413e+00,4.452568109409461350e+00,4.918038385741891005e+00,4.508388481590225538e+00
3.882265489203196918e+00,4.203043428439147355e+00,4.137334298486093687e+00,3.955622781989216019e+00,4.115567278004570007e+00,4.337278255347831291e+00,4.480161640212847018e+00,4.023765608497140711e+00,4.049534318105745712e+00,4.146531217971727301e+00
4.041169095530206867e+00,3.596631511463648234e+00,4.134069857570358941e+00,4.057651462887005067e+00,3.803637842573312611e+00,4.046486404433609962e+00,3.723376963950915108e+00,3.972733513079204304e+00,3.489881848182473156e+00,3.639184766716463404e+00
3.629013163017858368e+00,4.223050389454940046e+00,3.475488303428545311e+00,3.546046276341401349e+00,3.535043282758406846e+00,3.465438640186903285e+00,3.867336055817603757e+00,3.339297074394337983e+00,3.763317181325898986e+00,3.687953193217124337e+00
4.148883996711489885e+00,4.561270454191024726e+00,3.993537939134196968e+00,4.434659516034744620e+00,4.295516946032453376e+00,4.314491321864269757e+00,4.428962699332251951e+00,4.332441318868191615e+00,4.539280959560130668e+00,4.225913308455160333e+00
4.605382853505471275e+00,4.523474919637113345e+00,4.406512373671096938e+00,4.521151946982596925e+00,4.613639516691088183e+00,4.547280628969163629e+00,3.962631139286698190e+00,4.210665404591606098e+00,4.555706211001555594e+00,4.102662338406183551e+00
4.089050842318271428e+00,4.265456692043262166e+00,4.486816657702743072e+00,4.513823403303887538e+00,4.288317148863392880e+00,4.233961217910231944e+00,4.332036708283932391e+00,4.231776118848310730e+00,4.089031865545841526e+00,4.348165976054628068e+00
4.572207942923006030e+00,4.586425274906483551e+00,4.377929988501832348e+00,4.455173151629688633e+00,4.525237195930018608e+00,4.313255395919908253e+00,4.514266321876804433e+00,4.406997647841813581e+00,4.670553232933357002e+00,4.598328919595135567e+00
4.736524986920271019e+00,4.799257719694841384e+00,4.234228934154146806e+00,4.376000008610631653e+00,4.154968361365273921e+00,4.501394393924662118e+00,4.693422857625256128e+00,4.743625734687647366e+00,4.450689639920556218e+00,4.484477233960731724e+00
3.986656688151887007e+00,3.607580864795958853e+00,3.918492841742904353e+00,3.973340438505360783e+00,3.616627638336006090e+00,3.929047483618580472e+00,3.845409101897994120e+00,4.036753776647842962e+00,3.875562562852502335e+00,4.096573362505581350e+00
